,residence,developer,description,address,district,ceilingHeight,numApartmentsTotal,year,pricePerSquareMeter,price,area,rooms,floor,minutesToCityCenter,assess,crimeRateInDistrict,predictedClass
76,ЖК LUCKY LAND,DIM,"The Lucky Land residential complex is a new regional center of the Kyiv metropolis with a complete internal infrastructure. The concept of the complex was developed by the DIM group of companies together with the Archimatics architectural bureau. Its main idea is the combination of modern innovations with the traditions of Kyiv architecture. The microdistrict in the Scandinavian style is located near a large natural area, ecologically favorable for living. On the north side, the complex is surrounded by an ancient pine forest with an area of ​​more than 100 hectares, and 5 minutes by car from Lucky Land is the recreation zone of Kyiv Pushcha Vodytsia. The seven blocks of the residential complex of the comfort+ class are located on the territory of 28.5 hectares with its own developed internal infrastructure and form a multi-functional area in the live-work-play format, which will fully satisfy the daily needs of residents. To avoid the well effect and lack of sunlight, different layers and multi-functional glazing are used. Each apartment has a balcony or a private terrace with a view of the city. The residential area is designed in the format of an open public space with a park area, places for recreation, children's play areas, sports grounds and walking alleys. Infrastructure The Lucky Land residential complex is located near important transport arteries of the city: Akademik Palladin Avenue, Velika Okruzhna Road, Syretska Street and Gostomelskyi Street highway, which allows you to choose a route option to any point of the city. Near the complex of city transport stops, from which minibuses #719-2 and #512 depart, as well as 15 bus routes. The building area is a concentration of large shopping centers. For products, you can go to the Auchan hypermarket, located next to the complex. Supermarkets Fermachi - 4 minutes, Novus - 7 minutes, ""Silpo"" in Lavina Mall - 8 minutes are within walking distance from the new building. There are also more than 150 shops, restaurants, cafes, a ""Multiplex"" cinema, McDonald's and a family amusement park. 6-9 minutes by car to two supermarkets ""ATB-Market"" and ""Fora"". Home and repair goods can always be found nearby in the ""Epicentr"" shopping center, a 10-minute walk away. The project of the Lucky Land residential complex envisages the construction of a full-time private Creative International Children's School (KIMDSH) for 680 students. Sports areas and a central park will be located near the school, where there will be alleys for walks, areas for quiet and active recreation, as well as children's playgrounds. Schools #203, #95, #162 and #175, ""Prestige"" and ""Premier"" gymnasiums are within a 10-minute drive from the complex. For children, the complex will have its own 6 kindergartens, which are designed on the first floors of the buildings. Municipal kindergarten No. 682 is located 10 minutes away on foot, Vesela Khatinka kindergarten is a 5-minute drive away, and kindergartens No. 465, No. 565, and No. 789 are 10 minutes away by car. For sports, Lucky Land has its own a fitness center with a swimming pool and several sports fields. If necessary, just 15 minutes by car — and you are already at the MTA International Tennis School, Fitness Sport Style, Rich Health, or Mixer Gym. Complete set of ceramic block walls insulated with mineral wool for decorative decoration with glazed ceramics, natural stone, ceramic granite, clinker brick , brass, aluminum, architectural concrete and art plaster, panoramic windows to the entire height of the floor will provide maximum light, space and air. in common areas - energy-saving lighting in entrances - silent high-speed elevators for storing bulky items, baby carriages and bicycles, wheelchair and bicycle spaces are provided in comfortable designer lobbies, a closed area with the concept of ""no cars and strangers"", the whole with mandatory security and video surveillance, surface and underground parking is provided for residents with cars, and open parking for guests","вул. Берковецька, 6",Святошинський р-н,2,5183,2023.5,59575.0,4885150.0,82,2,8.0,169,47299,2884,комфорт
77,ЖК LUCKY LAND,DIM,"The Lucky Land residential complex is a new regional center of the Kyiv metropolis with a complete internal infrastructure. The concept of the complex was developed by the DIM group of companies together with the Archimatics architectural bureau. Its main idea is the combination of modern innovations with the traditions of Kyiv architecture. The microdistrict in the Scandinavian style is located near a large natural area, ecologically favorable for living. On the north side, the complex is surrounded by an ancient pine forest with an area of ​​more than 100 hectares, and 5 minutes by car from Lucky Land is the recreation zone of Kyiv Pushcha Vodytsia. The seven blocks of the residential complex of the comfort+ class are located on the territory of 28.5 hectares with its own developed internal infrastructure and form a multi-functional area in the live-work-play format, which will fully satisfy the daily needs of residents. To avoid the well effect and lack of sunlight, different layers and multi-functional glazing are used. Each apartment has a balcony or a private terrace with a view of the city. The residential area is designed in the format of an open public space with a park area, places for recreation, children's play areas, sports grounds and walking alleys. Infrastructure The Lucky Land residential complex is located near important transport arteries of the city: Akademik Palladin Avenue, Velika Okruzhna Road, Syretska Street and Gostomelskyi Street highway, which allows you to choose a route option to any point of the city. Near the complex of city transport stops, from which minibuses #719-2 and #512 depart, as well as 15 bus routes. The building area is a concentration of large shopping centers. For products, you can go to the Auchan hypermarket, located next to the complex. Supermarkets Fermachi - 4 minutes, Novus - 7 minutes, ""Silpo"" in Lavina Mall - 8 minutes are within walking distance from the new building. There are also more than 150 shops, restaurants, cafes, a ""Multiplex"" cinema, McDonald's and a family amusement park. 6-9 minutes by car to two supermarkets ""ATB-Market"" and ""Fora"". Home and repair goods can always be found nearby in the ""Epicentr"" shopping center, a 10-minute walk away. The project of the Lucky Land residential complex envisages the construction of a full-time private Creative International Children's School (KIMDSH) for 680 students. Sports areas and a central park will be located near the school, where there will be alleys for walks, areas for quiet and active recreation, as well as children's playgrounds. Schools #203, #95, #162 and #175, ""Prestige"" and ""Premier"" gymnasiums are within a 10-minute drive from the complex. For children, the complex will have its own 6 kindergartens, which are designed on the first floors of the buildings. Municipal kindergarten No. 682 is located 10 minutes away on foot, Vesela Khatinka kindergarten is a 5-minute drive away, and kindergartens No. 465, No. 565, and No. 789 are 10 minutes away by car. For sports, Lucky Land has its own a fitness center with a swimming pool and several sports fields. If necessary, just 15 minutes by car — and you are already at the MTA International Tennis School, Fitness Sport Style, Rich Health, or Mixer Gym. Complete set of ceramic block walls insulated with mineral wool for decorative decoration with glazed ceramics, natural stone, ceramic granite, clinker brick , brass, aluminum, architectural concrete and art plaster, panoramic windows to the entire height of the floor will provide maximum light, space and air. in common areas - energy-saving lighting in entrances - silent high-speed elevators for storing bulky items, baby carriages and bicycles, wheelchair and bicycle spaces are provided in comfortable designer lobbies, a closed area with the concept of ""no cars and strangers"", the whole with mandatory security and video surveillance, surface and underground parking is provided for residents with cars, and open parking for guests","вул. Берковецька, 6",Святошинський р-н,2,5183,2023.5,57225.0,4234650.0,74,3,8.0,169,47299,2884,комфорт
78,ЖК LUCKY LAND,DIM,"The Lucky Land residential complex is a new regional center of the Kyiv metropolis with a complete internal infrastructure. The concept of the complex was developed by the DIM group of companies together with the Archimatics architectural bureau. Its main idea is the combination of modern innovations with the traditions of Kyiv architecture. The microdistrict in the Scandinavian style is located near a large natural area, ecologically favorable for living. On the north side, the complex is surrounded by an ancient pine forest with an area of ​​more than 100 hectares, and 5 minutes by car from Lucky Land is the recreation zone of Kyiv Pushcha Vodytsia. The seven blocks of the residential complex of the comfort+ class are located on the territory of 28.5 hectares with their own developed internal infrastructure and form a multi-functional area in the live-work-play format, which will fully satisfy the daily needs of residents. To avoid the well effect and lack of sunlight, different layers and multi-functional glazing are used. Each apartment has a balcony or a private terrace with a view of the city. The residential area is designed in the format of an open public space with a park area, places for recreation, children's play areas, sports grounds and walking alleys. Infrastructure The Lucky Land residential complex is located near important transport arteries of the city: Akademik Palladin Avenue, Velika Okruzhna Road, Syretska Street and Gostomelskyi Street highway, which allows you to choose a route option to any point of the city. Near the complex of city transport stops, from which minibuses #719-2 and #512 depart, as well as 15 bus routes. The building area is a concentration of large shopping centers. For products, you can go to the Auchan hypermarket, located next to the complex. Supermarkets Fermachi - 4 minutes, Novus - 7 minutes, ""Silpo"" in Lavina Mall - 8 minutes are within walking distance from the new building. There are also more than 150 shops, restaurants, cafes, a ""Multiplex"" cinema, McDonald's and a family amusement park. 6-9 minutes by car to two supermarkets ""ATB-Market"" and ""Fora"". Home and repair goods can always be found nearby in the ""Epicentr"" shopping center, a 10-minute walk away. The project of the Lucky Land residential complex envisages the construction of a full-time private Creative International Children's School (KIMDSH) for 680 students. Sports areas and a central park will be located near the school, where there will be alleys for walks, areas for quiet and active recreation, as well as children's playgrounds. Schools #203, #95, #162 and #175, ""Prestige"" and ""Premier"" gymnasiums are within a 10-minute drive from the complex. For children, the complex will have its own 6 kindergartens, which are designed on the first floors of the buildings. Municipal kindergarten No. 682 is located 10 minutes away on foot, Vesela Khatinka kindergarten is a 5-minute drive away, and kindergartens No. 465, No. 565, and No. 789 are 10 minutes away by car. For sports, Lucky Land has its own a fitness center with a swimming pool and several sports fields. If necessary, just 15 minutes by car — and you are already at the MTA International Tennis School, Fitness Sport Style, Rich Health, or Mixer Gym. Complete set of ceramic block walls insulated with mineral wool for decorative decoration with glazed ceramics, natural stone, ceramic granite, clinker brick , brass, aluminum, architectural concrete and art plaster, panoramic windows to the entire height of the floor will provide maximum light, space and air. in common areas - energy-saving lighting in entrances - silent high-speed elevators for storing bulky items, baby carriages and bicycles, wheelchair and bicycle spaces are provided in comfortable designer lobbies, a closed area with the concept of ""no cars and strangers"", the whole with mandatory security and video surveillance, surface and underground parking is provided for residents with cars, and open parking for guests","вул. Берковецька, 6",Святошинський р-н,2,5183,2023.5,57225.0,4291875.0,75,3,6.0,169,47299,2884,комфорт
79,ЖК LUCKY LAND,DIM,"The Lucky Land residential complex is a new regional center of the Kyiv metropolis with a complete internal infrastructure. The concept of the complex was developed by the DIM group of companies together with the Archimatics architectural bureau. Its main idea is the combination of modern innovations with the traditions of Kyiv architecture. The microdistrict in the Scandinavian style is located near a large natural area, ecologically favorable for living. On the north side, the complex is surrounded by an ancient pine forest with an area of ​​more than 100 hectares, and 5 minutes by car from Lucky Land is the recreation zone of Kyiv Pushcha Vodytsia. The seven blocks of the residential complex of the comfort+ class are located on the territory of 28.5 hectares with its own developed internal infrastructure and form a multi-functional area in the live-work-play format, which will fully satisfy the daily needs of residents. To avoid the well effect and lack of sunlight, different layers and multi-functional glazing are used. Each apartment has a balcony or a private terrace with a view of the city. The residential area is designed in the format of an open public space with a park area, places for recreation, children's play areas, sports grounds and walking alleys. Infrastructure The Lucky Land residential complex is located near important transport arteries of the city: Akademik Palladin Avenue, Velika Okruzhna Road, Syretska Street and Gostomelskyi Street highway, which allows you to choose a route option to any point of the city. Near the complex of city transport stops, from which minibuses #719-2 and #512 depart, as well as 15 bus routes. The building area is a concentration of large shopping centers. For products, you can go to the Auchan hypermarket, located next to the complex. Supermarkets Fermachi - 4 minutes, Novus - 7 minutes, ""Silpo"" in Lavina Mall - 8 minutes are within walking distance from the new building. There are also more than 150 shops, restaurants, cafes, a ""Multiplex"" cinema, McDonald's and a family amusement park. 6-9 minutes by car to two supermarkets ""ATB-Market"" and ""Fora"". Home and repair goods can always be found nearby in the ""Epicentr"" shopping center, a 10-minute walk away. The project of the Lucky Land residential complex envisages the construction of a full-time private Creative International Children's School (KIMDSH) for 680 students. Sports areas and a central park will be located near the school, where there will be alleys for walks, areas for quiet and active recreation, as well as children's playgrounds. Schools #203, #95, #162 and #175, ""Prestige"" and ""Premier"" gymnasiums are within a 10-minute drive from the complex. For children, the complex will have its own 6 kindergartens, which are designed on the first floors of the buildings. Municipal kindergarten No. 682 is located 10 minutes away on foot, Vesela Khatinka kindergarten is a 5-minute drive away, and kindergartens No. 465, No. 565, and No. 789 are 10 minutes away by car. For sports, Lucky Land has its own a fitness center with a swimming pool and several sports fields. If necessary, just 15 minutes by car — and you are already at the MTA International Tennis School, Fitness Sport Style, Rich Health, or Mixer Gym. Complete set of ceramic block walls insulated with mineral wool for decorative decoration with glazed ceramics, natural stone, ceramic granite, clinker brick , brass, aluminum, architectural concrete and art plaster, panoramic windows to the entire height of the floor will provide maximum light, space and air. in common areas - energy-saving lighting in entrances - silent high-speed elevators for storing bulky items, baby carriages and bicycles, wheelchair and bicycle spaces are provided in comfortable designer lobbies, a closed area with the concept of ""no cars and strangers"", the whole with mandatory security and video surveillance, surface and underground parking is provided for residents with cars, and open parking for guests","вул. Берковецька, 6",Святошинський р-н,2,5183,2023.5,57225.0,4578000.0,80,3,6.0,169,47299,2884,комфорт
80,ЖК LUCKY LAND,DIM,"The Lucky Land residential complex is a new regional center of the Kyiv metropolis with a complete internal infrastructure. The concept of the complex was developed by the DIM group of companies together with the Archimatics architectural bureau. Its main idea is the combination of modern innovations with the traditions of Kyiv architecture. The microdistrict in the Scandinavian style is located near a large natural area, ecologically favorable for living. On the north side, the complex is surrounded by an ancient pine forest with an area of ​​more than 100 hectares, and 5 minutes by car from Lucky Land is the recreation zone of Kyiv Pushcha Vodytsia. The seven blocks of the residential complex of the comfort+ class are located on the territory of 28.5 hectares with their own developed internal infrastructure and form a multi-functional area in the live-work-play format, which will fully satisfy the daily needs of residents. To avoid the well effect and lack of sunlight, different layers and multi-functional glazing are used. Each apartment has a balcony or a private terrace with a view of the city. The residential area is designed in the format of an open public space with a park area, places for recreation, children's play areas, sports grounds and walking alleys. Infrastructure The Lucky Land residential complex is located near important transport arteries of the city: Akademik Palladin Avenue, Velika Okruzhna Road, Syretska Street and Gostomelskyi Street highway, which allows you to choose a route option to any point of the city. Near the complex of city transport stops, from which minibuses #719-2 and #512 depart, as well as 15 bus routes. The building area is a concentration of large shopping centers. For products, you can go to the Auchan hypermarket, located next to the complex. Supermarkets Fermachi - 4 minutes, Novus - 7 minutes, ""Silpo"" in Lavina Mall - 8 minutes are within walking distance from the new building. There are also more than 150 shops, restaurants, cafes, a ""Multiplex"" cinema, McDonald's and a family amusement park. 6-9 minutes by car to two supermarkets ""ATB-Market"" and ""Fora"". Home and repair goods can always be found nearby in the ""Epicentr"" shopping center, a 10-minute walk away. The project of the Lucky Land residential complex envisages the construction of a full-time private Creative International Children's School (KIMDSH) for 680 students. Sports areas and a central park will be located near the school, where there will be alleys for walks, areas for quiet and active recreation, as well as children's playgrounds. Schools #203, #95, #162 and #175, ""Prestige"" and ""Premier"" gymnasiums are within a 10-minute drive from the complex. For children, the complex will have its own 6 kindergartens, which are designed on the first floors of the buildings. Municipal kindergarten No. 682 is located 10 minutes away on foot, Vesela Khatinka kindergarten is a 5-minute drive away, and kindergartens No. 465, No. 565, and No. 789 are 10 minutes away by car. For sports, Lucky Land has its own a fitness center with a swimming pool and several sports fields. If necessary, just 15 minutes by car — and you are already at the MTA International Tennis School, Fitness Sport Style, Rich Health, or Mixer Gym. Complete set of ceramic block walls insulated with mineral wool for decorative decoration with glazed ceramics, natural stone, ceramic granite, clinker brick , brass, aluminum, architectural concrete and art plaster, panoramic windows to the entire height of the floor will provide maximum light, space and air. in common areas - energy-saving lighting in entrances - silent high-speed elevators for storing bulky items, baby carriages and bicycles, wheelchair and bicycle spaces are provided in comfortable designer lobbies, a closed area with the concept of ""no cars and strangers"", the whole with mandatory security and video surveillance, surface and underground parking is provided for residents with cars, and open parking for guests","вул. Берковецька, 6",Святошинський р-н,2,5183,2023.5,57225.0,5150250.0,90,3,6.0,169,47299,2884,комфорт
81,ЖК LUCKY LAND,DIM,"The Lucky Land residential complex is a new regional center of the Kyiv metropolis with a complete internal infrastructure. The concept of the complex was developed by the DIM group of companies together with the Archimatics architectural bureau. Its main idea is the combination of modern innovations with the traditions of Kyiv architecture. The microdistrict in the Scandinavian style is located near a large natural area, ecologically favorable for living. On the north side, the complex is surrounded by an ancient pine forest with an area of ​​more than 100 hectares, and 5 minutes by car from Lucky Land is the recreation zone of Kyiv Pushcha Vodytsia. The seven blocks of the residential complex of the comfort+ class are located on the territory of 28.5 hectares with its own developed internal infrastructure and form a multi-functional area in the live-work-play format, which will fully satisfy the daily needs of residents. To avoid the well effect and lack of sunlight, different layers and multi-functional glazing are used. Each apartment has a balcony or a private terrace with a view of the city. The residential area is designed in the format of an open public space with a park area, places for recreation, children's play areas, sports grounds and walking alleys. Infrastructure The Lucky Land residential complex is located near important transport arteries of the city: Akademik Palladin Avenue, Velika Okruzhna Road, Syretska Street and Gostomelskyi Street highway, which allows you to choose a route option to any point of the city. Near the complex of city transport stops, from which minibuses #719-2 and #512 depart, as well as 15 bus routes. The building area is a concentration of large shopping centers. For products, you can go to the Auchan hypermarket, located next to the complex. Supermarkets Fermachi - 4 minutes, Novus - 7 minutes, ""Silpo"" in Lavina Mall - 8 minutes are within walking distance from the new building. There are also more than 150 shops, restaurants, cafes, a ""Multiplex"" cinema, McDonald's and a family amusement park. 6-9 minutes by car to two supermarkets ""ATB-Market"" and ""Fora"". Home and repair goods can always be found nearby in the ""Epicentr"" shopping center, a 10-minute walk away. The project of the Lucky Land residential complex envisages the construction of a full-time private Creative International Children's School (KIMDSH) for 680 students. Sports areas and a central park will be located near the school, where there will be alleys for walks, areas for quiet and active recreation, as well as children's playgrounds. Schools #203, #95, #162 and #175, ""Prestige"" and ""Premier"" gymnasiums are within a 10-minute drive from the complex. For children, the complex will have its own 6 kindergartens, which are designed on the first floors of the buildings. Municipal kindergarten No. 682 is located 10 minutes away on foot, Vesela Khatinka kindergarten is a 5-minute drive away, and kindergartens No. 465, No. 565, and No. 789 are 10 minutes away by car. For sports, Lucky Land has its own a fitness center with a swimming pool and several sports fields. If necessary, just 15 minutes by car — and you are already at the MTA International Tennis School, Fitness Sport Style, Rich Health, or Mixer Gym. Complete set of ceramic block walls insulated with mineral wool for decorative decoration with glazed ceramics, natural stone, ceramic granite, clinker brick , brass, aluminum, architectural concrete and art plaster, panoramic windows to the entire height of the floor will provide maximum light, space and air. in common areas - energy-saving lighting in entrances - silent high-speed elevators for storing bulky items, baby carriages and bicycles, wheelchair and bicycle spaces are provided in comfortable designer lobbies, a closed area with the concept of ""no cars and strangers"", the whole with mandatory security and video surveillance, surface and underground parking is provided for residents with cars, and open parking for guests","вул. Берковецька, 6",Святошинський р-н,2,5183,2023.5,57225.0,6123075.0,107,3,12.0,169,47299,2884,комфорт
82,ЖК LUCKY LAND,DIM,"The Lucky Land residential complex is a new regional center of the Kyiv metropolis with a complete internal infrastructure. The concept of the complex was developed by the DIM group of companies together with the Archimatics architectural bureau. Its main idea is the combination of modern innovations with the traditions of Kyiv architecture. The microdistrict in the Scandinavian style is located near a large natural area, ecologically favorable for living. On the north side, the complex is surrounded by an ancient pine forest with an area of ​​more than 100 hectares, and 5 minutes by car from Lucky Land is the recreation zone of Kyiv Pushcha Vodytsia. The seven blocks of the residential complex of the comfort+ class are located on the territory of 28.5 hectares with its own developed internal infrastructure and form a multi-functional area in the live-work-play format, which will fully satisfy the daily needs of residents. To avoid the well effect and lack of sunlight, different layers and multi-functional glazing are used. Each apartment has a balcony or a private terrace with a view of the city. The residential area is designed in the format of an open public space with a park area, places for recreation, children's play areas, sports grounds and walking alleys. Infrastructure The Lucky Land residential complex is located near important transport arteries of the city: Akademik Palladin Avenue, Velika Okruzhna Road, Syretska Street and Gostomelskyi Street highway, which allows you to choose a route option to any point of the city. Near the complex of city transport stops, from which minibuses #719-2 and #512 depart, as well as 15 bus routes. The building area is a concentration of large shopping centers. For products, you can go to the Auchan hypermarket, located next to the complex. Supermarkets Fermachi - 4 minutes, Novus - 7 minutes, ""Silpo"" in Lavina Mall - 8 minutes are within walking distance from the new building. There are also more than 150 shops, restaurants, cafes, a ""Multiplex"" cinema, McDonald's and a family amusement park. 6-9 minutes by car to two supermarkets ""ATB-Market"" and ""Fora"". Home and repair goods can always be found nearby in the ""Epicentr"" shopping center, a 10-minute walk away. The project of the Lucky Land residential complex envisages the construction of a full-time private Creative International Children's School (KIMDSH) for 680 students. Sports areas and a central park will be located near the school, where there will be alleys for walks, areas for quiet and active recreation, as well as children's playgrounds. Schools #203, #95, #162 and #175, ""Prestige"" and ""Premier"" gymnasiums are within a 10-minute drive from the complex. For children, the complex will have its own 6 kindergartens, which are designed on the first floors of the buildings. Municipal kindergarten No. 682 is located 10 minutes away on foot, Vesela Khatinka kindergarten is a 5-minute drive away, and kindergartens No. 465, No. 565, and No. 789 are 10 minutes away by car. For sports, Lucky Land has its own a fitness center with a swimming pool and several sports fields. If necessary, just 15 minutes by car — and you are already at the MTA International Tennis School, Fitness Sport Style, Rich Health, or Mixer Gym. Complete set of ceramic block walls insulated with mineral wool for decorative decoration with glazed ceramics, natural stone, ceramic granite, clinker brick , brass, aluminum, architectural concrete and art plaster, panoramic windows to the entire height of the floor will provide maximum light, space and air. in common areas - energy-saving lighting in entrances - silent high-speed elevators for storing bulky items, baby carriages and bicycles, wheelchair and bicycle spaces are provided in comfortable designer lobbies, a closed area with the concept of ""no cars and strangers"", the whole with mandatory security and video surveillance, surface and underground parking is provided for residents with cars, and open parking for guests","вул. Берковецька, 6",Святошинський р-н,2,5183,2023.5,56275.0,5627500.0,100,4,8.0,169,47299,2884,комфорт
83,ЖК Greenville на Печерську,Greenville,"Greenville is a combination of residential space with a park area in the center of the metropolis. In order to avoid monotonous buildings in the center of Kyiv, the architects used height differences and different storey sections of the complex. In the design, the contrast of finishing materials will be used so that the facades do not merge into a single canvas. The general stylobate part will be a commercial area, where shops, a supermarket, beauty salons, a bank branch and useful services will be opened for the comfort of residents. The roof of the stylobate will be a place for walks along the alleys with landscape design. The Greenville infrastructure is being built in the Pechersk district, one of the business and cultural parts of Kyiv. Office buildings, higher educational institutions, museums and galleries are located near the complex. At approximately the same distance, 13-15 minutes on foot from Greenville, 7 supermarkets are open: 3 ""Silpo"", 2 ""Bdzhilka Marketa"", ""Eko Market"" and ""Furshet"" "", and you can drive to Novus in 10 minutes. 7 minutes by car to the Ocean Plaza shopping center with shops, restaurants, cafes, a cinema and a public aquarium, and 13 minutes to the Gulliver shopping center. For families with small children, a kindergarten will be built on the territory of the complex. Pechersk kindergartens are also within walking distance: 14 minutes to Newtone Kids and #228, 17 minutes to kindergarten #728 and #457 ""Zaychyk"". For older children, you can choose a nearby school, additional language programs or developmental courses. You can go to the fitness club, which will be opened in the stylobate part of the complex, for training. Also nearby for sports are FitCurves fitness clubs, a fitness studio with TRX Hiitworks Pechersk classes and online gyms. Features of the car-free yard concept — for guests and visitors of the complex, a temporary car storage area will be provided, for dog owners there will be a walking area, as well as bathrooms for washing paws after a walk own lobby on the first floor - with concierge service, meeting area and co-working room storage for strollers and bicycles sports fields for children of different age groups, mini football and basketball court","пров. Новопечерський, 5",Печерський р-н,3,800,2023.5,83725.0,4018800.0,48,1,7.0,46,136750,2537,бізнес
84,ЖК Greenville на Печерську,Greenville,"Greenville is a combination of residential space with a park area in the center of the metropolis. In order to avoid monotonous buildings in the center of Kyiv, the architects used height differences and different storey sections of the complex. In the design, the contrast of finishing materials will be used so that the facades do not merge into a single canvas. The general stylobate part will be a commercial area, where shops, a supermarket, beauty salons, a bank branch and useful services will be opened for the comfort of residents. The roof of the stylobate will be a place for walks along the alleys with landscape design. The Greenville infrastructure is being built in the Pechersk district, one of the business and cultural parts of Kyiv. Office buildings, higher educational institutions, museums and galleries are located near the complex. At approximately the same distance, 13-15 minutes on foot from Greenville, 7 supermarkets are open: 3 ""Silpo"", 2 ""Bdzhilka Marketa"", ""Eko Market"" and ""Furshet"" "", and you can drive to Novus in 10 minutes. 7 minutes by car to the Ocean Plaza shopping center with shops, restaurants, cafes, a cinema and a public aquarium, and 13 minutes to the Gulliver shopping center. For families with small children, a kindergarten will be built on the territory of the complex. Pechersk kindergartens are also within walking distance: 14 minutes to Newtone Kids and #228, 17 minutes to kindergarten #728 and #457 ""Zaychyk"". For older children, you can choose a nearby school, additional language programs or developmental courses. You can go to the fitness club, which will be opened in the stylobate part of the complex, for training. Also nearby for sports are FitCurves fitness clubs, a fitness studio with TRX Hiitworks Pechersk classes and online gyms. Features of the car-free yard concept — for guests and visitors of the complex, a temporary car storage area will be provided, for dog owners there will be a walking area, as well as bathrooms for washing paws after a walk own lobby on the first floor - with concierge service, meeting area and co-working room storage for strollers and bicycles sports fields for children of different age groups, mini football and basketball court","пров. Новопечерський, 5",Печерський р-н,3,800,2023.5,87300.0,4452300.0,51,1,18.5,46,136750,2537,бізнес
85,ЖК Greenville на Печерську,Greenville,"Greenville is a combination of residential space with a park area in the center of the metropolis. In order to avoid monotonous buildings in the center of Kyiv, the architects used height differences and different storey sections of the complex. In the design, the contrast of finishing materials will be used so that the facades do not merge into a single canvas. The general stylobate part will be a commercial area, where shops, a supermarket, beauty salons, a bank branch and useful services will be opened for the comfort of residents. The roof of the stylobate will be a place for walks along the alleys with landscape design. The Greenville infrastructure is being built in the Pechersk district, one of the business and cultural parts of Kyiv. Office buildings, higher educational institutions, museums and galleries are located near the complex. At approximately the same distance, 13-15 minutes on foot from Greenville, 7 supermarkets are open: 3 ""Silpo"", 2 ""Bdzhilka Marketa"", ""Eko Market"" and ""Furshet"" "", and you can drive to Novus in 10 minutes. 7 minutes by car to the Ocean Plaza shopping center with shops, restaurants, cafes, a cinema and a public aquarium, and 13 minutes to the Gulliver shopping center. For families with small children, a kindergarten will be built on the territory of the complex. Pechersk kindergartens are also within walking distance: 14 minutes to Newtone Kids and #228, 17 minutes to kindergarten #728 and #457 ""Zaychyk"". For older children, you can choose a nearby school, additional language programs or developmental courses. You can go to the fitness club, which will be opened in the stylobate part of the complex, for training. Also nearby for sports are FitCurves fitness clubs, a fitness studio with TRX Hiitworks Pechersk classes and online gyms. Features of the car-free yard concept — for guests and visitors of the complex, a temporary car storage area will be provided, for dog owners there will be a walking area, as well as bathrooms for washing paws after a walk own lobby on the first floor - with concierge service, meeting area and co-working room storage for strollers and bicycles sports fields for children of different age groups, mini football and basketball court","пров. Новопечерський, 5",Печерський р-н,3,800,2023.5,83725.0,4437425.0,53,1,7.0,46,136750,2537,бізнес
86,ЖК Greenville на Печерську,Greenville,"Greenville is a combination of residential space with a park area in the center of the metropolis. In order to avoid monotonous buildings in the center of Kyiv, the architects used height differences and different storey sections of the complex. In the design, the contrast of finishing materials will be used so that the facades do not merge into a single canvas. The general stylobate part will be a commercial area, where shops, a supermarket, beauty salons, a bank branch and useful services will be opened for the comfort of residents. The roof of the stylobate will be a place for walks along the alleys with landscape design. The Greenville infrastructure is being built in the Pechersk district, one of the business and cultural parts of Kyiv. Office buildings, higher educational institutions, museums and galleries are located near the complex. At approximately the same distance, 13-15 minutes on foot from Greenville, 7 supermarkets are open: 3 ""Silpo"", 2 ""Bdzhilka Marketa"", ""Eko Market"" and ""Furshet"" "", and you can drive to Novus in 10 minutes. 7 minutes by car to the Ocean Plaza shopping center with shops, restaurants, cafes, a cinema and a public aquarium, and 13 minutes to the Gulliver shopping center. For families with small children, a kindergarten will be built on the territory of the complex. Pechersk kindergartens are also within walking distance: 14 minutes to Newtone Kids and #228, 17 minutes to kindergarten #728 and #457 ""Zaychyk"". For older children, you can choose a nearby school, additional language programs or developmental courses. You can go to the fitness club, which will be opened in the stylobate part of the complex, for training. Also nearby for sports are FitCurves fitness clubs, a fitness studio with TRX Hiitworks Pechersk classes and online gyms. Features of the car-free yard concept — for guests and visitors of the complex, a temporary car storage area will be provided, for dog owners there will be a walking area, as well as bathrooms for washing paws after a walk own lobby on the first floor - with concierge service, meeting area and co-working room storage for strollers and bicycles sports fields for children of different age groups, mini football and basketball court","пров. Новопечерський, 5",Печерський р-н,3,800,2023.5,83725.0,4437425.0,53,1,11.5,46,136750,2537,бізнес
